"","Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_type","EntrezID"
"ENSMUSG00000018541.10","Cwc25",2373.52627722634,0.815574528266071,0.126583151302578,6.44299434698513,1.17139060134946e-10,1.99741620706773e-07,"protein_coding",67480
"ENSMUSG00000047904.6","Sstr2",1398.57932200808,1.25226695181073,0.198439293717627,6.31057956491555,2.77992449645994e-10,4.11588898282604e-07,"protein_coding",20606
"ENSMUSG00000032501.8","Trib1",2485.80035166954,1.5033958489813,0.238309705446058,6.30858003104534,2.81607104679721e-10,4.11588898282604e-07,"protein_coding",211770
"ENSMUSG00000036931.14","Nfkbid",308.951578088833,1.40249266375448,0.223429048925762,6.277127663111,3.44884897745547e-10,4.70468985177958e-07,"protein_coding",243910
"ENSMUSG00000095285.2","Ighv5-9",58.9164194904817,-24.4876873319434,3.95309002639136,-6.19456859531664,5.84448840544372e-10,7.47437010951184e-07,"IG_V_gene",NA
"ENSMUSG00000049090.2","Zadh2",1394.94202930081,-0.896842971014785,0.146532245756955,-6.12044786716998,9.33127091795912e-10,1.1231556795487e-06,"protein_coding",225791
"ENSMUSG00000021587.4","Pcsk1",13950.9565101976,1.91769801516565,0.315301381174553,6.08211105204135,1.18610365826891e-09,1.34833628086102e-06,"protein_coding",18548
"ENSMUSG00000086109.2","Gm13391",160.023511878139,2.30431969509793,0.382055140805138,6.03137989516862,1.62565523278565e-09,1.75074512490841e-06,"lincRNA",NA
"ENSMUSG00000007589.8","Tinf2",1173.82248231228,0.911239495666443,0.152111531172127,5.99060103231291,2.09066947309742e-09,2.13896393792597e-06,"protein_coding",28113
"ENSMUSG00000063694.5","Cycs",11725.0133653545,0.771857686743466,0.129131872847062,5.97728252309652,2.26890517960725e-09,2.21077798976779e-06,"protein_coding",13063
"ENSMUSG00000001467.5","Cyp51",10592.795488038,1.18555590641579,0.199652654305646,5.93809238619403,2.88357544356948e-09,2.68198730574176e-06,"protein_coding",13121
"ENSMUSG00000042608.15","Stk40",3292.41074348403,1.31880969110231,0.225551659466131,5.84704051490403,5.00395661735042e-09,4.45178088279236e-06,"protein_coding",74178
"ENSMUSG00000096499.2","Ighv1-5",25.8740298937519,-23.0475988275076,3.95500507056728,-5.82745114513893,5.62803180843313e-09,4.79836611933994e-06,"IG_V_gene",NA
"ENSMUSG00000035606.8","Ky",116.203968184572,-2.03828558144875,0.352366378289197,-5.78456319057737,7.27009911682092e-09,5.82883223365355e-06,"protein_coding",16716
"ENSMUSG00000031799.9","Tpm4",4718.10828323511,0.975431321778797,0.168717713773416,5.78143989722844,7.40639419778087e-09,5.82883223365355e-06,"protein_coding",326618
"ENSMUSG00000036432.8","Siah2",1549.19522755222,1.09689796892087,0.191292266181934,5.73414697213966,9.80043226088767e-09,7.42727573786235e-06,"protein_coding",20439
"ENSMUSG00000031880.7","Rrad",314.59125852641,2.59232950325083,0.455434218065902,5.69199546371308,1.25563190824952e-08,9.17597860950063e-06,"protein_coding",56437
"ENSMUSG00000066842.18","Hmcn1",791.727837378219,-1.1104983873352,0.196070903873595,-5.66375920851125,1.48092183897085e-08,1.04491802306971e-05,"protein_coding",545370
"ENSMUSG00000028609.6","Magoh",1924.10557002045,1.12134032863934,0.198366920616739,5.65285948460058,1.57800306902204e-08,1.06201814218904e-05,"protein_coding",17149
"ENSMUSG00000035095.11","Fam167a",330.271416586664,1.39519120171353,0.246957459786764,5.64952037860371,1.60896111855441e-08,1.06201814218904e-05,"protein_coding",219148
"ENSMUSG00000028945.9","Rheb",12182.9213931603,1.30684254350858,0.232598134302167,5.61845668895552,1.92670677644454e-08,1.23200856436276e-05,"protein_coding",19744
"ENSMUSG00000022114.4","Spry2",7436.39898965181,1.48013511212168,0.264492212892207,5.59613871401537,2.19178361152704e-08,1.35903867451716e-05,"protein_coding",24064
"ENSMUSG00000028799.15","Zfp362",897.316410515403,-0.735731028437743,0.131962312994395,-5.57531170637327,2.47087036351062e-08,1.48702792288689e-05,"protein_coding",230761
"ENSMUSG00000021701.7","Plk2",31265.0236155906,1.12465467547128,0.202511785671089,5.55352702927571,2.79962351588456e-08,1.63673989662942e-05,"protein_coding",20620
"ENSMUSG00000063760.9","Rnf217",12191.0257000895,1.07022874393694,0.193041703636138,5.54402869316881,2.95590364992654e-08,1.68010279124435e-05,"protein_coding",268291
"ENSMUSG00000090582.1","Gm17024",827.172518840705,2.00761679516252,0.362535915937594,5.5377045608582,3.06461652554162e-08,1.69481576609818e-05,"antisense",NA
"ENSMUSG00000107272.1","Gm34583",1111.25853893,1.60652965361964,0.291150472209823,5.5178672437868,3.43138483298294e-08,1.84771043296044e-05,"transcribed_processed_pseudogene",NA
"ENSMUSG00000001964.14","Emd",3260.97056485018,1.72437789113105,0.316525113465822,5.44783910587632,5.09854463336833e-08,2.67503641764058e-05,"protein_coding",13726
"ENSMUSG00000018648.15","Dusp14",8129.0497899691,1.55634132678386,0.286240080598862,5.43718868275796,5.4127810225133e-08,2.76890813206668e-05,"protein_coding",56405
"ENSMUSG00000063889.16","Crem",3220.37820042329,1.08265999734387,0.19985530383138,5.41721924106314,6.05330970328444e-08,2.90107554097088e-05,"protein_coding",12916
"ENSMUSG00000060096.4","Amd-ps3",1556.02273771365,1.12892455436895,0.20844013058694,5.41606144263126,6.09261718896262e-08,2.90107554097088e-05,"processed_pseudogene",NA
"ENSMUSG00000025981.13","Coq10b",4351.88579754592,1.48451321120394,0.27425212300125,5.41295066363869,6.19945758380175e-08,2.90107554097088e-05,"protein_coding",67876
"ENSMUSG00000026241.5","Nppc",338.033069127124,0.976923747583177,0.180516218389677,5.41183366402187,6.23826233030586e-08,2.90107554097088e-05,"protein_coding",18159
"ENSMUSG00000032641.17","Gpr19",1291.74058918362,1.09576493215717,0.202854460722678,5.40172953679923,6.6001413036487e-08,3.00115758567244e-05,"protein_coding",14760
"ENSMUSG00000107411.1","Gm19040",114.049978945523,-1.82081548063227,0.33785755033724,-5.38929936245256,7.0732897626549e-08,3.08049685835244e-05,"processed_pseudogene",NA
"ENSMUSG00000005547.14","Cyp2a5",94.4885427946538,4.84018873218744,0.898361436228072,5.38779664508955,7.13266886067776e-08,3.08049685835244e-05,"protein_coding",13087
"ENSMUSG00000108049.1","Gm44168",540.617126618381,-0.918284173503204,0.170511983970055,-5.38545240118999,7.22626572187065e-08,3.08049685835244e-05,"TEC",NA
"ENSMUSG00000021263.10","Degs2",121.135563993752,-2.23743068432609,0.415916261802871,-5.37952200913594,7.46838644251484e-08,3.11873721197426e-05,"protein_coding",70059
"ENSMUSG00000027115.14","Kif18a",482.650535656826,1.9040343734826,0.354339204588238,5.37347927869058,7.72316843107314e-08,3.16062944873237e-05,"protein_coding",228421
"ENSMUSG00000024261.5","Syt4",41656.2776218674,0.800596992941172,0.149661599474832,5.34938150968918,8.82553207847621e-08,3.54094190960353e-05,"protein_coding",20983
"ENSMUSG00000052837.6","Junb",6242.16181472384,3.56881784709647,0.668125287411308,5.34153984939571,9.21603509129149e-08,3.6265098084232e-05,"protein_coding",16477
"ENSMUSG00000018143.10","Mafk",1225.50856918598,1.26884058274958,0.2377108275808,5.33774837125707,9.41079395769114e-08,3.63327671626936e-05,"protein_coding",17135
"ENSMUSG00000068037.10","Mas1",2919.32246965224,1.55971974849556,0.292474937719828,5.33283214163695,9.66926867642005e-08,3.66393658623902e-05,"protein_coding",17171
"ENSMUSG00000028195.4","Cyr61",2199.90342133741,2.86560881355436,0.54457457736877,5.26210538031388,1.42415096044055e-07,5.29835944591536e-05,"protein_coding",16007
"ENSMUSG00000032593.5","Amigo3",195.32354669549,1.63829030964496,0.311593099230916,5.25778752382078,1.45798832903759e-07,5.32738521227985e-05,"protein_coding",320844
"ENSMUSG00000015932.8","Dstn",15957.0164438166,0.855650145483901,0.163720064402465,5.22629983445704,1.7293584309871e-07,6.20809337102772e-05,"protein_coding",56431
"ENSMUSG00000021670.14","Hmgcr",27669.1055005338,1.19459613355812,0.228951301003689,5.21768659239403,1.81171677146927e-07,6.39161182375934e-05,"protein_coding",15357
"ENSMUSG00000022602.14","Arc",40151.525510597,3.47716994117512,0.669772005915813,5.19157252089181,2.08525334515178e-07,7.20655264864184e-05,"protein_coding",11838
"ENSMUSG00000026615.14","Eprs",23452.0852150345,0.869385111538516,0.167540700860725,5.18909797483315,2.11315198376752e-07,7.20655264864184e-05,"protein_coding",107508
"ENSMUSG00000104271.1","Gm37891",274.061636085409,-1.42287740912904,0.275916935905373,-5.15690493756798,2.51065182939696e-07,8.42179634969191e-05,"TEC",NA
"ENSMUSG00000032193.8","Ldlr",2827.00851511816,1.09785054022608,0.213228628909998,5.14870140017396,2.62296050891911e-07,8.65661579572626e-05,"protein_coding",16835
"ENSMUSG00000067931.5","Zfp948",3232.52466314952,1.35878072382838,0.265567140213683,5.11652429112679,3.11217221136605e-07,0.000101081377442813,"protein_coding",381066
"ENSMUSG00000046215.3","Rprml",1377.86263374893,1.06059850484895,0.207603645257108,5.10876629134062,3.24269149002819e-07,0.000103674926982745,"protein_coding",104582
"ENSMUSG00000053560.4","Ier2",381.800126886627,1.43824184982883,0.281732693806865,5.10498739210858,3.30816570768238e-07,0.000104141056477841,"protein_coding",15936
"ENSMUSG00000024121.13","Atp6v0c",6496.0518347454,0.502242629653925,0.0985900038107926,5.094255099308,3.5011508292947e-07,0.000108546285256103,"protein_coding",11984
"ENSMUSG00000022863.14","Btg3",1711.51120370844,1.20129597502124,0.23655182515464,5.07836274032516,3.80701319706314e-07,0.000116267319460158,"protein_coding",12228
"ENSMUSG00000057359.7","Gm17494",853.268694960043,-0.979281577947563,0.193185287891259,-5.06913123994611,3.99635606448912e-07,0.000120255055575848,"processed_transcript",NA
"ENSMUSG00000027952.16","Pmvk",3808.87282553657,1.1480796450752,0.228076891307529,5.03373944854055,4.81003335981688e-07,0.000142641887838512,"protein_coding",68603
"ENSMUSG00000046733.7","Gprc5a",55.7827144865366,3.87443045460604,0.770446506859662,5.02881176059609,4.93528585913458e-07,0.000144265456070874,"protein_coding",232431
"ENSMUSG00000003271.17","Sult2b1",731.173287698839,1.08571027290673,0.21612199617739,5.0235991343315,5.0712029368711e-07,0.000146150640132755,"protein_coding",54200
"ENSMUSG00000025880.11","Smad7",2912.51124568399,0.959877913231779,0.191549538792849,5.01112098353752,5.41138784680506e-07,0.000153788636279618,"protein_coding",17131
"ENSMUSG00000049685.8","Cyp2g1",27.1940249512481,19.8610652881248,3.96766603617506,5.00573009599149,5.5650690434257e-07,0.000155989647625447,"protein_coding",13108
"ENSMUSG00000068699.12","Flnc",598.298936454818,1.39402802828315,0.278684237485757,5.00217752126865,5.66863541672162e-07,0.000156319641633085,"protein_coding",68794
"ENSMUSG00000059195.10","Gm12715",883.69732204662,1.40904992351985,0.281803539437415,5.00011435744505,5.72963206063991e-07,0.000156319641633085,"processed_pseudogene",NA
"ENSMUSG00000036599.10","Chst12",616.891804643647,-0.722399686081569,0.144986022217326,-4.98254711063618,6.27527058442854e-07,0.000168953403550759,"protein_coding",59031
"ENSMUSG00000072568.4","Fam84b",1380.13011245626,1.08819556324929,0.218752158010247,4.97455921416927,6.53962724906939e-07,0.000173784224377218,"protein_coding",399603
"ENSMUSG00000045903.8","Npas4",21136.5509216773,4.06836369099906,0.819505596741297,4.96441233248023,6.89094038810556e-07,0.000178606970548208,"protein_coding",225872
"ENSMUSG00000078721.1","Fam205a1",34.2549495572958,3.12790670583513,0.63008281210685,4.96427873564133,6.8956850128572e-07,0.000178606970548208,"protein_coding",433698
"ENSMUSG00000035329.7","Fbxo33",10922.1167531373,1.48322641403107,0.301299148624736,4.92277001379255,8.53277114489208e-07,0.000218246953958477,"protein_coding",70611
"ENSMUSG00000022229.2","Atp12a",564.357006311717,5.74219597459174,1.16811445984809,4.91578194771982,8.84287810220119e-07,0.000223386384848445,"protein_coding",192113
"ENSMUSG00000074171.2","Gm6658",269.922448757362,1.66763429120531,0.339806296840186,4.90760267456024,9.21963922840385e-07,0.000230063729136097,"TEC",NA
"ENSMUSG00000049630.6","C1ql3",17949.839729547,0.717562913411274,0.146590548889828,4.89501484813029,9.82983064026416e-07,0.000242334933206127,"protein_coding",227580
"ENSMUSG00000035828.10","Pim3",3423.45451953423,1.66954331823427,0.34146982874392,4.88928501934007,1.01202877240772e-06,0.000244511621131186,"protein_coding",223775
"ENSMUSG00000089706.7","B230216N24Rik",2341.22956188044,1.08988064734455,0.223056936404348,4.88610964049493,1.02847939252993e-06,0.000244511621131186,"processed_transcript",NA
"ENSMUSG00000027709.9","Mccc1",2027.97692917507,-0.784634585178021,0.160660798717103,-4.8837961185518,1.04062676635855e-06,0.000244511621131186,"protein_coding",72039
"ENSMUSG00000073485.3","H3f3aos",206.607988159711,-1.09271046134341,0.223816741773963,-4.88216588572701,1.04926927457227e-06,0.000244511621131186,"antisense",NA
"ENSMUSG00000093930.1","Hmgcs1",49647.5107996958,1.00167841887116,0.205188980312134,4.88173593604983,1.05156009478762e-06,0.000244511621131186,"protein_coding",208715
"ENSMUSG00000028718.16","Stil",368.965688482199,2.26571124476177,0.465992835114315,4.86211605422206,1.16137494990662e-06,0.0002670118452246,"protein_coding",20460
"ENSMUSG00000091383.1","Hist1h2al",42.7104704634175,4.72054591371863,0.974359862156719,4.84476639182348,1.26760736390702e-06,0.000288197576447395,"protein_coding",NA
"ENSMUSG00000022351.14","Sqle",7274.76360314478,0.915867763422703,0.18921145208529,4.8404457200078,1.29548238161653e-06,0.000291298466952061,"protein_coding",20775
"ENSMUSG00000018821.3","Avpi1",1191.53508826515,0.762207427517742,0.157919997636363,4.82654153321894,1.38924432169831e-06,0.000308986057723812,"protein_coding",69534
"ENSMUSG00000031604.10","Msmo1",9698.81843843853,0.96862538720068,0.201037735508929,4.81812722745109,1.44911960239098e-06,0.000318837476388434,"protein_coding",66234
"ENSMUSG00000040482.15","Dxo",1035.43634074802,0.693269336883594,0.144076967517652,4.8117985048419,1.49578117370879e-06,0.000325602918898183,"protein_coding",112403
"ENSMUSG00000045414.7","1190002N15Rik",12897.12320764,1.25702053309304,0.262928190993077,4.78085110746507,1.74554610680719e-06,0.000375972257236722,"protein_coding",68861
"ENSMUSG00000042742.7","Bmt2",6196.77766338509,0.512920796367413,0.107396193261823,4.77596813061104,1.78844717380164e-06,0.000381200063232596,"protein_coding",101148
"ENSMUSG00000029381.15","Shroom3",574.324479562246,0.820348915781327,0.172033511415673,4.76854136749656,1.85564572345198e-06,0.000391445595806952,"protein_coding",27428
"ENSMUSG00000022061.8","Nkx3-1",170.442172611227,-1.67593372995893,0.351840664707449,-4.76333152494593,1.90422603285362e-06,0.000397594623308681,"protein_coding",18095
"ENSMUSG00000027829.15","Ccnl1",8113.20060405815,0.69819702829302,0.147052960273674,4.7479290929855,2.05510054743408e-06,0.000423909904907729,"protein_coding",56706
"ENSMUSG00000036533.8","Cdc42ep3",1808.12532299464,0.841458748978945,0.177324474890713,4.7453051785296,2.08192209384167e-06,0.000423909904907729,"protein_coding",260409
"ENSMUSG00000064342.1","mt-Ti",424.036704632116,0.855161361324506,0.180250728970176,4.74428794940408,2.09241034090903e-06,0.000423909904907729,"Mt_tRNA",NA
"ENSMUSG00000071052.3","Rpl7a-ps5",144.839792794736,1.42503588343846,0.300817612055164,4.73720894765011,2.16681726629568e-06,0.00043468053826414,"protein_coding",NA
"ENSMUSG00000102508.1","Gm37367",203.051377902866,-1.17526884370469,0.248279247179704,-4.73365719066335,2.20510041038088e-06,0.000438065675701103,"TEC",NA
"ENSMUSG00000040565.7","Btaf1",21622.1078746518,1.23380995571435,0.260978228152664,4.72763557499749,2.27149393372338e-06,0.000443913492935735,"protein_coding",107182
"ENSMUSG00000098707.1","Gm27236",26.1845934817894,-4.36108654191036,0.92257881084701,-4.72706124467187,2.27792575301789e-06,0.000443913492935735,"processed_pseudogene",NA
"ENSMUSG00000050711.7","Scg2",61007.0800263455,1.52417205607228,0.322703685207879,4.7231318572964,2.3224016653622e-06,0.000448311159213597,"protein_coding",20254
"ENSMUSG00000110442.1","Gm45804",575.783491803882,-0.897912138460554,0.190353039394096,-4.71708852834006,2.3924360606439e-06,0.000457514267970986,"TEC",NA
"ENSMUSG00000108597.1","Gm44708",722.226658684917,-0.654039537861,0.138885674023601,-4.70919367644686,2.48698670967916e-06,0.000468598796850029,"TEC",NA
"ENSMUSG00000103133.1","Gm37303",284.646913428656,-1.14223096185161,0.242592243200703,-4.70843975380783,2.49620119522301e-06,0.000468598796850029,"TEC",NA
"ENSMUSG00000035621.13","Midn",3550.66403589656,1.37792811493319,0.292963355598889,4.7034145690896,2.5584617728828e-06,0.000475920407242981,"protein_coding",59090
"ENSMUSG00000003541.6","Ier3",897.484393724199,1.40734048956786,0.29981391949708,4.69404653369193,2.67853061791892e-06,0.000488845295822234,"protein_coding",15937
"ENSMUSG00000046062.5","Ppp1r15b",10696.0714356356,1.0860288152099,0.231418496363819,4.69292140548061,2.69330982731935e-06,0.000488845295822234,"protein_coding",108954
"ENSMUSG00000020474.11","Polm",282.655029094965,-0.950283972339276,0.202513686153286,-4.69244321403537,2.69961481907499e-06,0.000488845295822234,"protein_coding",54125
"ENSMUSG00000103780.1","Gm37524",628.01693951568,-1.00000434460731,0.213202199357198,-4.69040351188831,2.7266678771848e-06,0.000489412965815398,"TEC",NA
"ENSMUSG00000024168.7","Tmem204",449.046316490959,-0.778107026255875,0.16597700027619,-4.68804126451909,2.75832408356051e-06,0.000490789803459262,"protein_coding",407831
"ENSMUSG00000046223.10","Plaur",233.276272083023,2.0665852022722,0.441857686886573,4.67703802288427,2.91048306936924e-06,0.000513399177288218,"protein_coding",18793
"ENSMUSG00000020893.17","Per1",7013.64037994964,1.44380212467584,0.309001234938415,4.6724801114908,2.97584340455088e-06,0.000520441946529232,"protein_coding",18626
"ENSMUSG00000097151.1","Gm26514",214.90310363163,-1.10349363388442,0.236344954066119,-4.66899595231346,3.02675341630422e-06,0.000524859562749297,"lincRNA",NA
"ENSMUSG00000026655.14","Fam107b",1513.43943000463,1.04023949633293,0.22305348825606,4.66363249669854,3.10675995430906e-06,0.000534206068782118,"protein_coding",66540
"ENSMUSG00000048285.8","Frmd6",7551.95494095518,1.29201305997542,0.277287560152339,4.65946997141021,3.17024638212528e-06,0.000540579845592062,"protein_coding",319710
"ENSMUSG00000028527.18","Ak4",6257.74248202487,1.25031139167911,0.269000498869153,4.64798911873872,3.35186590701875e-06,0.000565697645721098,"protein_coding",11639
"ENSMUSG00000110317.1","Gm45250",519.041369798709,-0.799944143169143,0.172230087897101,-4.64462483260804,3.40694997096628e-06,0.000565697645721098,"lincRNA",NA
"ENSMUSG00000070284.10","Gmppb",1235.71656467084,1.18066372932322,0.254245344499826,4.64379684767061,3.42063924094548e-06,0.000565697645721098,"protein_coding",331026
"ENSMUSG00000031266.6","Gla",1932.80985281425,0.730759218550222,0.15737776360014,4.64334478920992,3.42813547402092e-06,0.000565697645721098,"protein_coding",11605
"ENSMUSG00000100801.1","Gm15459",5520.20230487702,0.748549245948361,0.161353145223474,4.63919835533184,3.49763234120671e-06,0.000572548423726174,"processed_pseudogene",NA
"ENSMUSG00000071076.6","Jund",1965.52231833583,1.03527623069443,0.223615365131261,4.62971866931743,3.66162869999172e-06,0.000593030898158658,"protein_coding",16478
"ENSMUSG00000045294.11","Insig1",8422.96677985348,0.709958414428269,0.153383751945569,4.62864159614643,3.68072153582981e-06,0.000593030898158658,"protein_coding",231070
"ENSMUSG00000003348.9","Mob3a",1076.94322188161,1.05057988532104,0.227357224765536,4.62083352048502,3.82201383571895e-06,0.00061070979530948,"protein_coding",208228
"ENSMUSG00000024583.2","Txnl1",7324.28749018414,0.667378308092463,0.14449108053713,4.61882010717585,3.85928254912926e-06,0.00061070979530948,"protein_coding",53382
"ENSMUSG00000045314.5","Sowahb",2684.44991601557,0.925457861509269,0.200480989976885,4.61618760769274,3.90853641725246e-06,0.00061070979530948,"protein_coding",78088
"ENSMUSG00000039087.16","Rreb1",1676.7326267711,-0.73943750672393,0.160185978822516,-4.61611878991742,3.90983203917222e-06,0.00061070979530948,"protein_coding",68750
"ENSMUSG00000049516.9","Spty2d1",5382.00829313427,1.05346615485107,0.228638588091127,4.60756062065605,4.07420444536286e-06,0.000628287301278745,"protein_coding",101685
"ENSMUSG00000089371.1","Mir1938",67.9404261448368,2.49238929650431,0.540991978246016,4.60707255694445,4.08377534307854e-06,0.000628287301278745,"miRNA",NA
"ENSMUSG00000026819.15","Slc25a25",9082.29784214301,1.26026437533228,0.274707991052709,4.58765094711233,4.48261300047946e-06,0.000684501695640378,"protein_coding",227731
"ENSMUSG00000104037.1","Gm37776",404.484193300966,-0.744203434432311,0.162299052756504,-4.58538372093171,4.53153415968355e-06,0.000685514388303745,"TEC",NA
"ENSMUSG00000070871.10","Ccnyl1",1926.57119020486,0.596960564579049,0.130247995788798,4.58326103955599,4.57779969052183e-06,0.000685514388303745,"protein_coding",227210
"ENSMUSG00000078317.6","F8a",1120.48800225622,0.939262693375343,0.205007337352078,4.58160525133918,4.61420271579191e-06,0.000685514388303745,"protein_coding",14070
"ENSMUSG00000021250.13","Fos",22528.0481464731,4.85165646380862,1.05903718327704,4.58119558068382,4.62325215452628e-06,0.000685514388303745,"protein_coding",14281
"ENSMUSG00000021743.5","Fezf2",2776.55435113131,1.15398066061226,0.252003592220633,4.57922305965356,4.66706277091406e-06,0.000687031931067938,"protein_coding",54713
"ENSMUSG00000023905.14","Tnfrsf12a",389.885988898452,1.55543484984786,0.340212585497044,4.57194976363206,4.83206800651694e-06,0.000706241253923926,"protein_coding",27279
"ENSMUSG00000037465.9","Klf10",4680.87660832759,1.39657345067247,0.306160943886492,4.56156632176522,5.07734331764997e-06,0.00073682694301953,"protein_coding",21847
"ENSMUSG00000031781.14","Ciapin1",5723.75796201662,0.690335488833465,0.151521679802437,4.55601792254128,5.21324901341911e-06,0.000751221840229449,"protein_coding",109006
"ENSMUSG00000029335.5","Bmp3",7349.00502444206,0.88828265516246,0.195070851720674,4.55364113770525,5.27252690979589e-06,0.000754450668728976,"protein_coding",110075
"ENSMUSG00000017144.8","Rnd3",3724.83037856827,1.30345600004118,0.287122252991158,4.53972475648314,5.63277094715949e-06,0.000800401105005399,"protein_coding",74194
"ENSMUSG00000031365.13","Zfp275",4770.82944368203,0.641983576849772,0.141490467971307,4.53729205970228,5.69811687866064e-06,0.000804102534973476,"protein_coding",27081
"ENSMUSG00000022797.15","Tfrc",18888.3716928796,0.674152930309617,0.148658438860598,4.53491194631603,5.76275221497762e-06,0.000807653670019672,"protein_coding",22042
"ENSMUSG00000027355.15","Tmco5",454.794993085808,1.86395240761136,0.411631458506865,4.52820689257468,5.9486323340104e-06,0.000825681816290191,"protein_coding",67356
"ENSMUSG00000034936.2","Arl4d",3183.82042478796,2.82023944453692,0.623109035295191,4.52607695409338,6.0088706718419e-06,0.000825681816290191,"protein_coding",80981
"ENSMUSG00000029641.8","Rasl11a",776.544264367975,3.02956558710659,0.669376530116517,4.525951315591,6.01244211842627e-06,0.000825681816290191,"protein_coding",68895
"ENSMUSG00000028031.6","Dkk2",270.944508529512,1.84217434402711,0.407270994715154,4.52321517596786,6.0907263764314e-06,0.000830387496751394,"protein_coding",56811
"ENSMUSG00000024095.15","Hnrnpll",11630.1183079648,0.873495875215168,0.193168876220938,4.52192864763629,6.12787176275342e-06,0.000830387496751394,"protein_coding",72692
"ENSMUSG00000003153.10","Slc2a3",24108.0048979941,0.939821779686066,0.207927150326666,4.5199570051797,6.18521914881229e-06,0.000832644435677612,"protein_coding",20527
"ENSMUSG00000097183.2","Gm17501",271.873271859776,1.74213479676874,0.3857665314098,4.51603406444316,6.30085330566826e-06,0.000842667061049568,"lincRNA",NA
"ENSMUSG00000103611.1","Gm37195",187.44329155943,-1.18989837524663,0.263839678051851,-4.50992960586007,6.48491411217602e-06,0.000861651380281466,"TEC",NA
"ENSMUSG00000028410.13","Dnaja1",24223.0363837597,0.501891336767878,0.111611890418661,4.49675509379208,6.89983859427131e-06,0.00090818351130628,"protein_coding",15502
"ENSMUSG00000035245.12","Eogt",2337.97172147878,-0.68307241457902,0.151928415256281,-4.49601487270684,6.92388953981916e-06,0.00090818351130628,"protein_coding",101351
"ENSMUSG00000060206.11","Zfp462",6267.69339862265,-0.621848712224577,0.138415095922709,-4.49263650094797,7.03467998227457e-06,0.00091683835539683,"protein_coding",242466
"ENSMUSG00000053475.5","Tnfaip6",2300.48958371493,2.51634850455105,0.561048458851426,4.48508228630108,7.28858012465704e-06,0.000938919956787381,"protein_coding",21930
"ENSMUSG00000093033.1","Gm23630",40.0283479155304,4.19339470786038,0.935009434690297,4.48486887113536,7.29587885491123e-06,0.000938919956787381,"miRNA",NA
"ENSMUSG00000051435.11","Fhad1",1373.35512084871,0.821112586914212,0.183477518468474,4.47527628326465,7.63125672905798e-06,0.000975942344937403,"protein_coding",329977
"ENSMUSG00000037112.16","Sik2",9235.73898584926,1.45639342218688,0.326093764845208,4.46617991263406,7.96286531177906e-06,0.00101202577645729,"protein_coding",235344
"ENSMUSG00000097781.1","9330136K24Rik",139.59771201432,-1.4779360283634,0.3311864682653,-4.46254956038687,8.09901882624194e-06,0.00102297606927508,"lincRNA",NA
"ENSMUSG00000042406.7","Atf4",10692.9740964022,0.709316905920318,0.15910949684239,4.45804254301018,8.27114888761236e-06,0.00103830827324125,"protein_coding",11911
"ENSMUSG00000056708.5","Ier5",6503.53242798564,1.04682666679245,0.235967345838338,4.43632004705276,9.15097652564239e-06,0.00113336457685615,"protein_coding",15939
"ENSMUSG00000035274.13","Tpbg",1988.04212305501,1.00168165571235,0.225829347041657,4.43556902074194,9.18294029637835e-06,0.00113336457685615,"protein_coding",21983
