"Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"-1","CC","GO:0098978","glutamatergic synapse","70/659","488/13085",1.06631461936141e-15,9.68213674380163e-14,7.76726017471682e-14,"Erbb4/Cplx2/Rims3/Nrp2/Dnm3/Cdh9/Ablim3/Kcna1/Cacng2/Clstn2/Htr3a/Sparcl1/Gucy1a1/Ephb1/Tiam1/Il1rap/Cplx1/Atp2b2/Camk2b/Grin2d/Grm1/Ptpro/Ppfia2/Cacna1c/Erbin/Lin7c/Itsn1/Eps8/Abr/Vamp1/Kcnc3/Olfm1/Gabrd/Nrp1/Plcb4/Grik1/Wnt5a/Acan/Syt6/Cadps/Lgi1/Gsg1l/Pcdh8/Pacsin2/Grik4/Ppm1h/Lrrtm4/Cnr1/Slc30a3/Cspg5/Epha7/Prkce/Olfm2/Napa/Cdh2/Psd2/Yes1/Gria4/Kcna3/Apoe/Il1rapl1/Adcy1/Bcan/Cbln2/Slc1a2/Grik2/Gabbr2/Filip1/Chrm3/Shisa6",70
"1","BP","GO:0050804","modulation of chemical synaptic transmission","64/601","468/12874",5.23631578066084e-15,1.21656888150555e-11,1.04220572438989e-11,"Prkcb/Prkcg/Grm5/Homer1/Kit/Gria2/Usp46/Plk2/Prnp/Bcr/Shank1/Nptx2/Egr1/Shisa7/Gnai1/Itpka/Lrrk2/Syne1/Sipa1l1/Grin2b/Ctnnd2/Rin1/Prkar1b/L1cam/Sorcs3/Nos1/Zmynd8/Met/Adra2a/Htr2c/Unc13b/Tnr/Dgkb/Slc4a10/Syt4/Grin3a/Jph4/Nrgn/Ptn/Syngap1/Adra1a/App/Git1/Baiap2/Cnih2/Kcnn2/Map1a/Lzts1/Syt9/Nr3c1/Arc/Plcl2/Kcnb1/Clstn1/Vamp2/Kdr/Htr2a/Npas4/Nptxr/Pfn2/Arf1/Shank2/Stx1a/Rnf216",64
"1","BP","GO:0099177","regulation of trans-synaptic signaling","64/601","469/12874",5.80701136756828e-15,1.21656888150555e-11,1.04220572438989e-11,"Prkcb/Prkcg/Grm5/Homer1/Kit/Gria2/Usp46/Plk2/Prnp/Bcr/Shank1/Nptx2/Egr1/Shisa7/Gnai1/Itpka/Lrrk2/Syne1/Sipa1l1/Grin2b/Ctnnd2/Rin1/Prkar1b/L1cam/Sorcs3/Nos1/Zmynd8/Met/Adra2a/Htr2c/Unc13b/Tnr/Dgkb/Slc4a10/Syt4/Grin3a/Jph4/Nrgn/Ptn/Syngap1/Adra1a/App/Git1/Baiap2/Cnih2/Kcnn2/Map1a/Lzts1/Syt9/Nr3c1/Arc/Plcl2/Kcnb1/Clstn1/Vamp2/Kdr/Htr2a/Npas4/Nptxr/Pfn2/Arf1/Shank2/Stx1a/Rnf216",64
"-1","CC","GO:0097060","synaptic membrane","66/659","461/13085",8.24609424760426e-15,6.23954464735389e-13,5.00552387661592e-13,"Slc6a1/Rph3a/Erbb4/Kcnc1/Cntnap4/Tmem108/Rims3/Nrp2/Dnm3/Cdh9/Calb2/Kcna1/Cacng2/Clstn2/Htr3a/Kcnc2/Tiam1/Chrm2/Gabra4/Nrxn3/Scn1a/Atp2b2/Grm2/Grin2d/Grm1/Ptpro/Cacna1c/Lin7c/Kcnc3/Olfm1/Gabrd/Nrp1/Slc6a6/Sept3/Cyth1/Grik1/Syt6/Cntnap1/Gsg1l/Pcdh8/Grik4/Oprm1/Nectin3/Lrrtm4/Cpeb4/Cnr1/Cspg5/Epha7/Slc8a3/Olfm2/Glra2/Cdh2/Comt/Gria4/Kcna3/Il1rapl1/Adcy1/Epb41l1/Kcnd3/Slc1a2/Camk2n1/Grik2/Gabbr2/Chrm3/Shisa6/Htr7",66
"1","BP","GO:0050808","synapse organization","59/601","414/12874",1.02618920706447e-14,1.43324425920004e-11,1.22782638459292e-11,"Grm5/Homer1/Gap43/Prnp/Gabra2/Shank1/Arhgap33/Ndrg1/Shisa7/Itpka/Lrrk2/Sipa1l1/Grin2b/Ctnnd2/Adgrl3/L1cam/Cttnbp2/Zmynd8/Ephb3/Myh10/Dab2ip/Etv5/Camkv/Sez6/Drp2/Unc13b/Tnr/Actr2/Wasf1/Zfp365/Cdkl5/Gpm6a/Dgkb/Flrt1/Abi2/Ptn/Arhgap44/Syngap1/App/Dgkz/Adgrl2/Baiap2/Cnksr2/Slitrk5/Cacnb1/Col4a1/Nfasc/Dlgap3/Arc/Farp1/Snx27/Clstn1/Npas4/Nptxr/Malat1/Pfn2/Arf1/Shank2/Adgrl1",59
"1","CC","GO:0014069","postsynaptic density","56/606","382/13085",1.08646893110056e-14,1.07560424178955e-12,8.05130660520835e-13,"Prkcg/Grm5/Homer1/Gria2/Gap43/Prnp/Bcr/Itpr1/Lrrc7/Shank1/Gria3/Anks1b/Map2/Shisa7/Sipa1l1/Grin2b/Ctnnd2/Sorcs3/Nos1/Met/Adra2a/Chrm4/Drp2/Homer2/Actr2/Cdkl5/Pde4b/Grin3a/Nrgn/Arhgap44/Syngap1/Dgkz/Bcl11a/Baiap2/Cnih2/Map1a/Arhgap32/Cnksr2/Bmpr2/Dlg2/Lzts1/Plppr4/Akap5/Dlgap1/ND2/Tanc2/Strn/Nr3c1/Arc/Snx27/Clstn1/Grasp/Arf1/Shank2/Adgrl1/Stx1a",56
"1","CC","GO:0032279","asymmetric synapse","56/606","385/13085",1.5315316730625e-14,1.26351363027656e-12,9.45787980557895e-13,"Prkcg/Grm5/Homer1/Gria2/Gap43/Prnp/Bcr/Itpr1/Lrrc7/Shank1/Gria3/Anks1b/Map2/Shisa7/Sipa1l1/Grin2b/Ctnnd2/Sorcs3/Nos1/Met/Adra2a/Chrm4/Drp2/Homer2/Actr2/Cdkl5/Pde4b/Grin3a/Nrgn/Arhgap44/Syngap1/Dgkz/Bcl11a/Baiap2/Cnih2/Map1a/Arhgap32/Cnksr2/Bmpr2/Dlg2/Lzts1/Plppr4/Akap5/Dlgap1/ND2/Tanc2/Strn/Nr3c1/Arc/Snx27/Clstn1/Grasp/Arf1/Shank2/Adgrl1/Stx1a",56
"-1","CC","GO:0045211","postsynaptic membrane","52/659","336/13085",3.13044886326956e-13,2.03031969132054e-11,1.6287748972801e-11,"Slc6a1/Rph3a/Erbb4/Kcnc1/Tmem108/Nrp2/Dnm3/Cdh9/Kcna1/Cacng2/Clstn2/Htr3a/Kcnc2/Tiam1/Chrm2/Gabra4/Atp2b2/Grm2/Grin2d/Grm1/Ptpro/Cacna1c/Lin7c/Kcnc3/Gabrd/Nrp1/Slc6a6/Grik1/Gsg1l/Pcdh8/Grik4/Oprm1/Nectin3/Lrrtm4/Cpeb4/Cspg5/Epha7/Slc8a3/Glra2/Cdh2/Comt/Gria4/Kcna3/Il1rapl1/Adcy1/Kcnd3/Camk2n1/Grik2/Gabbr2/Chrm3/Shisa6/Htr7",52
"1","BP","GO:0016358","dendrite development","44/601","276/12874",6.0202849784002e-13,6.30624851487421e-10,5.40241362535386e-10,"Plk2/Shank1/Arhgap33/Map2/Itpka/Lrrk2/Syne1/Sipa1l1/Ctnnd2/Zmynd8/Ephb3/Met/Dab2ip/Sez6/Fezf2/Actr2/Zfp365/Cdkl5/Phactr1/Flrt1/Celsr2/Grin3a/Abi2/Ptn/Uba6/Sh3glb1/Arhgap44/Syngap1/App/Bcl11a/Git1/Baiap2/Map1a/Slitrk5/Lzts1/D130043K22Rik/Akap5/Strn/Nr3c1/Arc/Farp1/Prex1/Arf1/Shank2",44
"1","CC","GO:0045211","postsynaptic membrane","49/606","336/13085",6.6933457092304e-13,4.73315160867007e-11,3.54294389420917e-11,"Psd3/Grm5/Homer1/Gria2/Cadps2/Bcr/Gabra2/Lrrc7/Shank1/Gria3/Anks1b/Cnih3/Nptx2/Slc8a1/Shisa7/Syne1/Sipa1l1/Grin2b/Sorcs3/Gabra3/Lin7a/Cacna2d1/Cacna1e/Met/Adra2a/Chrm4/Drp2/Homer2/Grin3a/Chrm5/Nrgn/Adra1a/Adgrl2/Cnih2/Arhgap32/Cnksr2/Dlg2/Lzts1/Plppr4/Dlgap1/Strn/Dlgap3/Arc/Kcnb1/Farp1/Clstn1/Htr2a/Arf1/Shank2",49
"-1","CC","GO:0034703","cation channel complex","35/659","179/13085",3.16106199295392e-12,1.79390268100135e-10,1.43911506521323e-10,"Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Kcnh2/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6",35
"1","CC","GO:0043198","dendritic shaft","20/606","66/13085",8.32484218241323e-12,5.15099610036819e-10,3.85571637922297e-10,"Grm5/Homer1/Gria2/Gria3/Cnih3/Slc8a1/Map2/Zmynd8/Sez6/Jph4/Grk3/Syngap1/Baiap2/Cnih2/Hcn1/Map1a/Lzts1/Akap5/Prex1/Htr2a",20
"1","BP","GO:0099173","postsynapse organization","33/601","184/12874",1.99748743415329e-11,1.67389446982046e-08,1.43398571588689e-08,"Homer1/Gap43/Prnp/Shank1/Arhgap33/Ndrg1/Shisa7/Itpka/Lrrk2/Sipa1l1/Grin2b/Ctnnd2/Zmynd8/Ephb3/Myh10/Etv5/Actr2/Zfp365/Cdkl5/Dgkb/Abi2/Ptn/Arhgap44/Syngap1/Dgkz/Baiap2/Cnksr2/Arc/Farp1/Snx27/Nptxr/Arf1/Shank2",33
"-1","CC","GO:0034702","ion channel complex","39/659","233/13085",2.81393232173448e-11,1.41947252674162e-09,1.13873752435103e-09,"Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Glra2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6",39
"1","BP","GO:0050803","regulation of synapse structure or activity","39/601","254/12874",4.21363924163073e-11,2.94252473707213e-08,2.52079119543172e-08,"Homer1/Gap43/Prnp/Arhgap33/Shisa7/Itpka/Lrrk2/Sipa1l1/Grin2b/Adgrl3/Cttnbp2/Zmynd8/Ephb3/Myh10/Dab2ip/Etv5/Camkv/Actr2/Cdkl5/Gpm6a/Dgkb/Flrt1/Abi2/Ptn/Arhgap44/Syngap1/App/Adgrl2/Baiap2/Slitrk5/Arc/Slc17a7/Farp1/Snx27/Clstn1/Nptxr/Malat1/Shank2/Adgrl1",39
"-1","MF","GO:0005261","cation channel activity","39/653","233/12746",4.63063891056528e-11,3.21829404284287e-08,2.65652442764008e-08,"Kcnc1/Trpc6/Kcna1/Cacng2/Trpm3/Htr3a/Kcnc2/Scn1a/Scnn1a/Kcnj2/Grin2d/Jph1/Kcnmb2/Cacna1c/Kcnc3/Kcnh2/Ano6/Grik1/Kcng4/Lrrc55/Gas6/Kcng3/Grik4/Oprm1/Kcnk1/Kcnip1/Asic4/Kcnh5/Cnr1/Kcnq5/Kcnk10/Gria4/Kcna3/Cacna2d2/Il1rapl1/Kcnd3/Mcu/Grik2/Orai2",39
"1","BP","GO:0048167","regulation of synaptic plasticity","35/601","212/12874",5.50582053136094e-11,3.29562686091462e-08,2.82328541532945e-08,"Grm5/Kit/Plk2/Prnp/Shank1/Egr1/Shisa7/Itpka/Sipa1l1/Grin2b/Ctnnd2/Rin1/Sorcs3/Nos1/Unc13b/Tnr/Slc4a10/Syt4/Jph4/Nrgn/Ptn/Syngap1/App/Baiap2/Kcnn2/Map1a/Lzts1/Nr3c1/Arc/Kcnb1/Vamp2/Kdr/Npas4/Arf1/Shank2",35
"1","CC","GO:0033267","axon part","51/606","405/13085",6.17178256504072e-11,3.39448041077239e-09,2.54089761742027e-09,"Prkcb/Prkcg/Gria2/Lrrc7/Gria3/Cntnap2/Synj2/Nptx2/Map2/Lrrk2/Fkbp1a/Grin2b/L1cam/Nos1/Adra2a/Tmod2/Myh10/Chrm4/Unc13b/Lmtk2/Nav1/Lrp1/Cdkl5/Gpm6a/Slc4a10/Calm1/App/Cbl/Calm2/Git1/Tspoap1/Ap3m2/Timp2/Sept6/Hcn1/Map1a/Dlg2/Eno2/Nfasc/Ptprn/Fscn1/Kcnq2/Scn2a/Nin/Prex1/Nptxr/Lrig2/Pfn2/Shank2/Adgrl1/Itga4",51
"-1","CC","GO:1902495","transmembrane transporter complex","39/659","242/13085",9.1657815570914e-11,4.1612648269195e-09,3.33827412500382e-09,"Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Glra2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6",39
"1","CC","GO:0044309","neuron spine","32/606","187/13085",1.18434151920145e-10,5.86249052004715e-09,4.3882969974622e-09,"Grm5/Homer1/Gria2/Lrrc7/Shank1/Gria3/Arhgap33/Slc8a1/Shisa7/Itpka/Syne1/Sipa1l1/Grin2b/Atp2b1/Zmynd8/Myh10/Sez6/Pde4b/Abi2/Grk3/Nrgn/Arhgap44/Baiap2/Cnih2/Kcnn2/Lzts1/Akap5/Strn/Dlgap3/Nr3c1/Clstn1/Shank2",32
"-1","BP","GO:0043583","ear development","32/654","175/12874",2.09843090203714e-10,3.02313945286817e-07,2.53873324569265e-07,"Prox1/Tshz1/Mycl/Igf1/Dchs1/Maf/Atp2b2/Frzb/Esrrb/Mapk3/Dlx5/Shroom2/Eya1/Abr/Zeb1/Vangl2/Ttc39c/Wnt5a/Cux1/Jag1/Dlx6/Shh/Fgfr1/Ddr1/Neurod1/Cebpd/Strc/Mafb/Fgf9/H2-K1/Naglu/Cthrc1",32
"-1","CC","GO:1990351","transporter complex","39/659","249/13085",2.19625051664705e-10,9.064524859616e-09,7.27179596899406e-09,"Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Glra2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6",39
"1","BP","GO:0050807","regulation of synapse organization","37/601","246/12874",2.46864037559335e-10,1.29295039671702e-07,1.10763995799649e-07,"Homer1/Gap43/Prnp/Arhgap33/Shisa7/Itpka/Lrrk2/Sipa1l1/Grin2b/Adgrl3/Cttnbp2/Zmynd8/Ephb3/Myh10/Dab2ip/Etv5/Camkv/Actr2/Cdkl5/Gpm6a/Dgkb/Flrt1/Abi2/Ptn/Arhgap44/App/Adgrl2/Baiap2/Slitrk5/Arc/Farp1/Snx27/Clstn1/Nptxr/Malat1/Shank2/Adgrl1",37
"1","CC","GO:0043197","dendritic spine","31/606","182/13085",2.61815165885614e-10,1.17816824648526e-08,8.81903716667332e-09,"Grm5/Gria2/Lrrc7/Shank1/Gria3/Arhgap33/Slc8a1/Shisa7/Itpka/Syne1/Sipa1l1/Grin2b/Atp2b1/Zmynd8/Myh10/Sez6/Pde4b/Abi2/Grk3/Nrgn/Arhgap44/Baiap2/Cnih2/Kcnn2/Lzts1/Akap5/Strn/Dlgap3/Nr3c1/Clstn1/Shank2",31
"-1","CC","GO:0098797","plasma membrane protein complex","51/659","390/13085",3.14700481880606e-10,1.19061682311496e-08,9.55143567813068e-09,"Kcnc1/Npnt/Cdh9/Itgb8/Kcna1/Cacng2/Htr3a/Kcnc2/Igf1/Scn1a/Kcnj2/Cdh13/Grin2d/Grm1/Dtna/Kcnmb2/Slc7a5/Gjd2/Cacna1c/Lin7c/Eps8/Kcnc3/Olfm1/Kcnh2/Grik1/Kcng4/Olfm3/Lrrc55/Prkca/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Gng2/Kcnq5/Olfm2/Cdh2/Itga11/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Jup/Grik2/Gabbr2/H2-K1/Tgfbr1/Shisa6/Calcrl",51
"-1","CC","GO:0034705","potassium channel complex","20/659","74/13085",3.7580246337808e-10,1.31241783364345e-08,1.05285548444385e-08,"Kcnc1/Kcna1/Kcnc2/Kcnj2/Kcnmb2/Kcnc3/Kcnh2/Grik1/Kcng4/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Kcnq5/Gria4/Kcna3/Kcnd3/Amigo1/Grik2",20
"-1","BP","GO:0050806","positive regulation of synaptic transmission","33/654","193/12874",6.77483637432596e-10,7.3202107024592e-07,6.14727258386208e-07,"Rasgrf2/Erbb4/Reln/Syt2/Rims3/Calb2/Cacng2/Clstn2/Cux2/Mme/Camk2b/Tac1/Grin2d/Rab3b/Gfap/Egfr/Paip2/Grik1/Lgi1/Car2/Fam107a/Slc8a3/Ngfr/Prkce/Gria4/Apoe/Tshz3/Adcy1/Igsf11/Grik2/Adcyap1/Abat/Htr7",33
"-1","MF","GO:0005216","ion channel activity","42/653","291/12746",9.94444321626648e-10,2.37552651000502e-07,1.96086625967851e-07,"Kcnc1/Trpc6/Kcna1/Cacng2/Trpm3/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Jph1/Kcnmb2/Cacna1c/Kcnc3/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Lrrc55/Gas6/Kcng3/Grik4/Oprm1/Kcnk1/Kcnip1/Asic4/Kcnh5/Cnr1/Kcnq5/Glra2/Kcnk10/Gria4/Kcna3/Cacna2d2/Il1rapl1/Kcnd3/Mcu/Grik2/Orai2",42
"-1","MF","GO:0005509","calcium ion binding","52/653","411/12746",1.24033627252984e-09,2.37552651000502e-07,1.96086625967851e-07,"Rph3a/Ncald/Pitpnm2/Npnt/Edil3/Spock3/Syt2/Pam/Cdh9/Calb2/Pvalb/Clstn2/Dner/Ehd3/Sparcl1/Capn3/Smoc2/Ccbe1/Dchs1/Atp2b2/Cdhr1/Tll1/Cdh13/Fstl4/Cblb/Ehd1/Spock1/Hpcal1/Itsn1/Acan/Slit1/Syt6/Cadps/Nkd2/Gas6/Tbc1d8b/Alox8/Jag1/Pcdh8/Kcnip1/Pcdh20/Shh/Fstl5/Necab2/Syt10/Cdh2/Pcdh18/Thbs2/Bcan/Smoc1/Anxa11/Plch1",52
